Datetime,Open,High,Low,Close,Volume
2025-01-02 15:30:00+01:00,589.60498046875,593.5399780273438,589.1099853515625,589.9299926757812,546934
2025-01-02 15:35:00+01:00,590.1881713867188,590.1881713867188,587.8200073242188,588.4000244140625,252846
2025-01-02 15:40:00+01:00,588.4099731445312,590.280029296875,588.4099731445312,590.1400146484375,188634
2025-01-02 15:45:00+01:00,590.1799926757812,593.9000244140625,589.8900146484375,593.8599853515625,205984
2025-01-02 15:50:00+01:00,593.969970703125,596.478271484375,593.6201171875,595.9099731445312,321144
2025-01-02 15:55:00+01:00,596.260009765625,598.4600219726562,595.8839721679688,598.28759765625,221903
2025-01-02 16:00:00+01:00,598.510009765625,602.0,598.0,601.989990234375,290609
2025-01-02 16:05:00+01:00,601.8300170898438,603.7745971679688,601.5401000976562,602.0900268554688,249056
2025-01-02 16:10:00+01:00,602.030029296875,604.8034057617188,601.75,603.4199829101562,267566
2025-01-02 16:15:00+01:00,603.5499877929688,604.9099731445312,602.1300048828125,603.2999877929688,300682
2025-01-02 16:20:00+01:00,603.1300048828125,603.8699951171875,598.0999755859375,598.9849853515625,313942
2025-01-02 16:25:00+01:00,598.6799926757812,600.989990234375,598.6699829101562,599.1649780273438,152257
2025-01-02 16:30:00+01:00,599.0399780273438,599.1380004882812,597.3200073242188,598.1400146484375,166502
2025-01-02 16:35:00+01:00,598.2465209960938,600.3599853515625,597.1799926757812,599.0349731445312,141404
2025-01-02 16:40:00+01:00,598.8200073242188,599.4600219726562,597.2012939453125,597.7150268554688,115340
2025-01-02 16:45:00+01:00,597.530029296875,599.6799926757812,596.1400146484375,599.4949951171875,134923
2025-01-02 16:50:00+01:00,599.3400268554688,600.2899780273438,597.9130249023438,599.760009765625,122802
2025-01-02 16:55:00+01:00,599.6799926757812,599.69970703125,598.47900390625,598.7100219726562,106226
2025-01-02 17:00:00+01:00,598.7100219726562,599.1500244140625,596.0300903320312,596.7000122070312,99041
2025-01-02 17:05:00+01:00,596.6500244140625,598.2999877929688,596.3817749023438,598.2473754882812,162294
2025-01-02 17:10:00+01:00,598.389892578125,599.0,597.4000244140625,598.2614135742188,104636
2025-01-02 17:15:00+01:00,598.5999145507812,598.5999145507812,597.6152954101562,598.25,69860
2025-01-02 17:20:00+01:00,598.5499267578125,599.47998046875,596.6799926757812,599.127197265625,128239
2025-01-02 17:25:00+01:00,598.9500122070312,599.5,598.2612915039062,598.27001953125,49304
2025-01-02 17:30:00+01:00,598.25,598.9896850585938,597.8070068359375,598.610107421875,55751
2025-01-02 17:35:00+01:00,598.9099731445312,599.3699951171875,598.030029296875,598.760009765625,86929
2025-01-02 17:40:00+01:00,598.5399780273438,600.4000244140625,598.4450073242188,599.280029296875,85404
2025-01-02 17:45:00+01:00,599.4450073242188,601.280029296875,599.3499755859375,600.9400024414062,187849
2025-01-02 17:50:00+01:00,600.9099731445312,601.10498046875,599.0,599.2813720703125,85138
2025-01-02 17:55:00+01:00,599.3599853515625,600.7799072265625,599.3599853515625,600.3265991210938,56886
2025-01-02 18:00:00+01:00,600.4349975585938,600.6400146484375,599.2100219726562,600.5650024414062,71079
2025-01-02 18:05:00+01:00,600.5322875976562,600.7949829101562,599.25,599.7550048828125,68756
2025-01-02 18:10:00+01:00,599.77001953125,601.3699951171875,599.7670288085938,601.0,82275
2025-01-02 18:15:00+01:00,600.7999877929688,600.9168701171875,599.72998046875,599.97998046875,49019
2025-01-02 18:20:00+01:00,599.9199829101562,599.9199829101562,598.2999877929688,598.5,57704
2025-01-02 18:25:00+01:00,598.4349975585938,598.4349975585938,594.6099853515625,595.0250244140625,157070
2025-01-02 18:30:00+01:00,594.6900024414062,594.780029296875,593.1998901367188,594.1400146484375,130144
2025-01-02 18:35:00+01:00,594.2100219726562,594.75,591.5,591.969970703125,94009
2025-01-02 18:40:00+01:00,591.7100219726562,592.6599731445312,590.537109375,591.06787109375,94619
